movieId,title,release_date,overview,popularity,vote_average,vote_count,tmdb_id
110,Braveheart (1995),5/24/1995,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",12.47,7.943,10566,197
111,Taxi Driver (1976),2/9/1976,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,11.453,8.135,12837,103
112,Rumble in the Bronx (Hont faan kui) (1995),1/21/1995,"Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. One of those petty thugs in the local gang stumbles into a criminal situation way over his head.",5.4331,6.819,1085,33542
113,Before and After (1996),10/5/1979,Patty Duke loses weight and discovers her husband has been cheating on her.,0.3268,2.7,3,504191
116,Anne Frank Remembered (1995),6/8/1995,"Using previously unreleased archival material in addition to contemporary interviews, this Academy Award-winning documentary tells the story of the Frank family and presents the first fully-rounded portrait of their brash and free-spirited daughter Anne, perhaps the world's most famous victim of the Holocaust.",0.6503,7.696,23,51352
117,"Young Poisoner's Handbook, The (1995)",1/20/1995,"Graham Young is a teenage misfit living in suburban London in the 1960s. He hates his stepmother but loves chemistry, and the two impulses unite in a wicked plot to slowly poison her. After she dies, he's found guilty and sent to a psychiatric hospital, where an idealistic doctor thinks he can be cured.",1.2865,6.578,51,16934
118,If Lucy Fell (1996),3/8/1996,"Joe and Lucy are roommates and best friends. Lucy, whose love life is embarrassingly dull, convinces Joe, who is infatuated with a neighbor he's never met, that if they don't have stable romances within a month, they must jump off the Brooklyn Bridge.",1.5726,5.164,55,10324
119,"Steal Big, Steal Little (1995)",9/29/1995,"Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So when Mona leaves her fortune and estate to Ruben it starts a battle between brothers that soon leads to madness, mayhem, and even attempted murder. On Ruben's side is Lou Perilli an ex-Chicago cop and used car dealer who knows the law - and how to get around it. On Robby's side is ruthless businessman Reed Tyler, who is out to turn a swift profit on Mona's property. Walking a shifty line between them is Eddie Agopian, the family lawyer, who doesn't care which side wins as long as he's on the winner's side. But whether they're stealing big or stealing little, they're all stealing in this hilarious comedy about greed, power... and brotherly love.",2.7259,4.3,22,78406
121,"Boys of St. Vincent, The (1992)",12/7/1992,"Fifteen years after the events of The Boys of St. Vincent took place, the various boys involved are brought in to testify against the brothers, now finally standing trial, who assaulted them when they were children.",3.2669,6.147,17,77840
122,Boomerang (1992),9/23/2015,"When Antoine returns to the island of Noirmoutier, secrets kept in the past resurfaces and threatens to change his family’s present.",3.3176,6.239,136,352187
123,Chungking Express (Chung Hing sam lam) (1994),7/14/1994,"Two melancholic Hong Kong policemen fall in love: one with a mysterious underworld figure, the other with a beautiful and ethereal server at a late-night restaurant.",9.0346,7.97,1994,11104
125,Flirting With Disaster (1996),3/22/1996,"Adopted as a child, new father Mel Colpin decides he cannot name his son until he knows his birth parents, and determines to make a cross-country quest to find them. Accompanied by his wife, Nancy, and an inept yet gorgeous adoption agent, Tina, he departs on an epic road trip that quickly devolves into a farce of mistaken identities, wrong turns, and overzealous and love-struck ATF agents.",4.0132,6.2,256,2074
126,"NeverEnding Story III, The (1994)",10/26/1994,A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.,3.4683,4.455,401,27793
128,Jupiter's Wife (1994),9/8/1995,"Michel Negroponte, a documentary filmmaker, meets Maggie one day in Central Park. Maggie claims to be married to the god Jupiter and the daughter of actor Robert Ryan. Michel gets to know Maggie over the next couple of years, and attempts to use her often outlandish stories as clues to reconstruct her past.",0.0899,7.1,7,290157
129,Pie in the Sky (1996),4/9/1935,"At a skid row mission, a cleric opines as men wait to eat. After his sermon, he brings out a pie and cuts it into small slices. The two men at the end of the line get none. They leave the mission and head for a garbage dump where junk becomes props for their play. A dress form becomes Mae West; a rusted car gives them a wild ride. Then, one dresses as a priest and promises pie in the sky. By the end, they sport metal halos.",0.2529,6.375,8,184522
132,Jade (1995),5/5/2024,"Jade presents the story of a woman who comes between a powerful businessman and a gang leader in their search for a hard drive that could damage the operations of Interpol. Despite grieving for the brother she accidentally killed, the woman is required to use her unique set of skills to retrieve the drive and protect her brother's unborn child being carried by another woman.",1.1704,4.932,22,849509
135,Down Periscope (1996),3/1/1996,"Maverick Navy Lieutenant Commander Tom Dodge will never be a textbook officer, but he's a brilliant seaman who's always wanted to command a nuclear submarine — he's been given one last chance to clean up his record. Unfortunately, Admiral Graham, his nemesis, would rather sink the fleet than give Dodge his own boat. So, Graham stacks the deck against him and assigns Dodge to the Stingray, a diesel-powered WW2 submarine that can barely keep afloat. To make matters worse, Dodge's crew is a collection of maladjusted, mistake-prone misfits. Then, he's tagged the ""enemy"" in a crucial war game, and ordered to take on the U.S. Navy's best.",2.5648,6.369,487,9101
137,Man of the Year (1995),10/9/2006,"The irreverent host of a political satire talk show decides to run for president and expose corruption in Washington. His stunt goes further than he expects when he actually wins the election, but a software engineer suspects that a computer glitch is responsible for his surprising victory.",1.1944,5.9,470,9895
140,Up Close and Personal (1996),11/2/2000,"During four years of shooting in the icy waters that surround the volcanic archipelago of the Crozet Islands, we have followed the trial and tribulations of Delphine, a young female adolescent killer whale. Living and growing within her family group she gradually learns how to find her bearings, how to hunt king penguins or Minke rorquals and how to get stranded in order to catch sea elephants. Directed by Bertrand Loyer.",0.0388,7.833,3,1032192
141,"Birdcage, The (1996)",3/8/1996,A gay cabaret owner and his drag queen partner agree to put up a false heterosexual front so that their son can introduce them to his fiancée's conservative parents.,4.3867,7,1233,11000
144,"Brothers McMullen, The (1995)",8/9/1995,"Deals with the lives of the three Irish Catholic McMullen brothers from Long Island, New York, over three months, as they grapple with basic ideas and values — love, sex, marriage, religion and family — in the 1990s. Directed, written, produced by and starring Edward Burns.",1.0968,6,93,16388
145,Bad Boys (1995),4/7/1995,"Marcus Burnett is a henpecked family man. Mike Lowrey is a footloose and fancy free ladies' man. Both Miami policemen, they have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",11.9302,6.824,6649,9737
146,"Amazing Panda Adventure, The (1995)",8/25/1995,"Far from home in the lush bamboo forests of China, ten-year-old Ryan Tyler, with the help of a young girl, goes on a wonderful journey to rescue a baby panda taken by poachers.",2.0253,5.7,92,30765
147,"Basketball Diaries, The (1995)",4/21/1995,A high school basketball player’s life turns upside down after free-falling into the harrowing world of drug addiction.,5.8881,7.408,2090,10474
148,"Awfully Big Adventure, An (1995)",5/11/1995,"Liverpool. 1947. Right after World War II, a star struck naive teenage girl joins a shabby theatre troupe in Liverpool. During a winter production of Peter Pan, the play quickly turns into a dark metaphor for youth as she becomes drawn into a web of sexual politics and intrigue and learns about the grown-up world of the theater.",2.2085,6.559,64,22279
